=== TRAINING UPDATES SUMMARY (Chain 0) ===

--- Chain 0 (5 jobs) ---
  Iter  500 | [Alice] Loss=+0.0554  Val=0.8876  Rew=3.6992  Ent=0.0500  || [Bob]   Loss=-0.0047  Val=0.2787  Rew=0.0032  ABC=-1.0440  SR=0.1486
  Iter  554 | [Alice] Loss=+0.0820  Val=0.4741  Rew=1.9004  Ent=0.0500  || [Bob]   Loss=+0.0171  Val=0.3591  Rew=0.0031  ABC=-1.1182  SR=0.2262
  Iter  554 | [Alice] Loss=+0.0365  Val=0.5306  Rew=2.1680  Ent=0.0500  || [Bob]   Loss=+0.0053  Val=0.3500  Rew=0.0032  ABC=-1.0641  SR=0.2129
  Iter  555 | [Alice] Loss=+0.0498  Val=0.7047  Rew=2.5762  Ent=0.0500  || [Bob]   Loss=+0.0013  Val=0.1935  Rew=0.0021  ABC=-1.0678  SR=0.1434
  Iter  555 | [Alice] Loss=+0.0756  Val=0.9256  Rew=2.9551  Ent=0.0500  || [Bob]   Loss=+0.0266  Val=0.3209  Rew=0.0047  ABC=-1.1062  SR=0.2705
  Iter  555 | [Alice] Loss=+0.0145  Val=0.6182  Rew=2.2129  Ent=0.0500  || [Bob]   Loss=+0.0048  Val=0.3674  Rew=0.0028  ABC=-1.0876  SR=0.2475
  Iter  555 | [Alice] Loss=+0.0885  Val=0.2760  Rew=1.3184  Ent=0.0500  || [Bob]   Loss=+0.0038  Val=0.3857  Rew=0.0027  ABC=-1.1310  SR=0.2634
  Iter  555 | [Alice] Loss=+0.0134  Val=0.5912  Rew=2.1758  Ent=0.0500  || [Bob]   Loss=+0.0060  Val=0.3228  Rew=0.0030  ABC=-1.1053  SR=0.2576
  Iter  556 | [Alice] Loss=+0.0453  Val=0.9471  Rew=3.3281  Ent=0.0500  || [Bob]   Loss=+0.0010  Val=0.2167  Rew=0.0026  ABC=-1.0789  SR=0.1538
  Iter  556 | [Alice] Loss=+0.0737  Val=0.5055  Rew=1.9453  Ent=0.0500  || [Bob]   Loss=+0.0181  Val=0.3963  Rew=0.0042  ABC=-1.1069  SR=0.2680
  Iter  556 | [Alice] Loss=+0.0435  Val=0.2301  Rew=0.9766  Ent=0.0500  || [Bob]   Loss=+0.0168  Val=0.5172  Rew=0.0024  ABC=0.0000  SR=0.2486
  Iter  556 | [Alice] Loss=+0.1236  Val=0.1517  Rew=0.7930  Ent=0.0500  || [Bob]   Loss=+0.0165  Val=0.4519  Rew=0.0023  ABC=0.0000  SR=0.3306
  Iter  556 | [Alice] Loss=+0.0522  Val=0.6133  Rew=2.2656  Ent=0.0500  || [Bob]   Loss=+0.0007  Val=0.3325  Rew=0.0035  ABC=-1.0910  SR=0.2481
  Iter  557 | [Alice] Loss=+0.0705  Val=0.8525  Rew=3.0000  Ent=0.0500  || [Bob]   Loss=+0.0113  Val=0.2393  Rew=0.0029  ABC=-1.0882  SR=0.1545
  Iter  557 | [Alice] Loss=+0.1171  Val=0.1714  Rew=0.8652  Ent=0.0500  || [Bob]   Loss=+0.0196  Val=0.3119  Rew=0.0013  ABC=0.0000  SR=0.1793
  Iter  557 | [Alice] Loss=+0.1010  Val=0.0419  Rew=0.2344  Ent=0.0500  || [Bob]   Loss=+0.0030  Val=0.3581  Rew=0.0006  ABC=0.0000  SR=0.2203
  Iter  557 | [Alice] Loss=+0.1131  Val=0.2489  Rew=1.2227  Ent=0.0500  || [Bob]   Loss=-0.0054  Val=0.3377  Rew=0.0021  ABC=-1.1267  SR=0.3139
  Iter  557 | [Alice] Loss=+0.0335  Val=0.5548  Rew=2.2402  Ent=0.0500  || [Bob]   Loss=+0.0174  Val=0.3310  Rew=0.0037  ABC=-1.0864  SR=0.2583
  Iter  558 | [Alice] Loss=+0.0830  Val=0.8724  Rew=3.0781  Ent=0.0500  || [Bob]   Loss=+0.0143  Val=0.2268  Rew=0.0031  ABC=-1.0897  SR=0.1844
  Iter  558 | [Alice] Loss=+0.1687  Val=0.1771  Rew=0.7305  Ent=0.0500  || [Bob]   Loss=+0.0137  Val=0.3520  Rew=0.0013  ABC=0.0000  SR=0.3133
  Iter  558 | [Alice] Loss=+0.1902  Val=0.0777  Rew=0.3301  Ent=0.0500  || [Bob]   Loss=-0.0239  Val=0.3504  Rew=0.0004  ABC=0.0000  SR=0.2903
  Iter  558 | [Alice] Loss=+0.1495  Val=0.4419  Rew=1.8281  Ent=0.0500  || [Bob]   Loss=+0.0232  Val=0.3699  Rew=0.0037  ABC=-1.1098  SR=0.3401
  Iter  558 | [Alice] Loss=+0.0198  Val=0.5696  Rew=2.0312  Ent=0.0500  || [Bob]   Loss=+0.0100  Val=0.3664  Rew=0.0036  ABC=-1.0966  SR=0.2797
  Iter  559 | [Alice] Loss=+0.0949  Val=0.8079  Rew=2.9688  Ent=0.0500  || [Bob]   Loss=+0.0075  Val=0.2359  Rew=0.0032  ABC=-1.1167  SR=0.1701
  Iter  559 | [Alice] Loss=+0.0288  Val=0.6301  Rew=2.4824  Ent=0.0500  || [Bob]   Loss=+0.0136  Val=0.3299  Rew=0.0030  ABC=-1.0909  SR=0.2685
  Iter  559 | [Alice] Loss=+0.0489  Val=0.3884  Rew=1.4512  Ent=0.0500  || [Bob]   Loss=+0.0153  Val=0.4412  Rew=0.0037  ABC=-1.1357  SR=0.4558
  Iter  559 | [Alice] Loss=+0.0684  Val=0.6883  Rew=2.2754  Ent=0.0500  || [Bob]   Loss=+0.0197  Val=0.3248  Rew=0.0033  ABC=-1.0903  SR=0.2864
  Iter  559 | [Alice] Loss=+0.0660  Val=0.4573  Rew=1.8105  Ent=0.0500  || [Bob]   Loss=+0.0058  Val=0.3493  Rew=0.0035  ABC=-1.0999  SR=0.2747
  Iter  560 | [Alice] Loss=+0.0823  Val=0.4885  Rew=1.9453  Ent=0.0500  || [Bob]   Loss=+0.0053  Val=0.2647  Rew=0.0029  ABC=-1.1262  SR=0.1905
  Iter  560 | [Alice] Loss=+0.1115  Val=0.6659  Rew=2.5645  Ent=0.0500  || [Bob]   Loss=-0.0015  Val=0.2745  Rew=0.0024  ABC=-1.1061  SR=0.1774
  Iter  560 | [Alice] Loss=+0.0646  Val=0.0821  Rew=0.4746  Ent=0.0500  || [Bob]   Loss=-0.0085  Val=0.4650  Rew=0.0011  ABC=0.0000  SR=0.1961
  Iter  560 | [Alice] Loss=+0.0911  Val=0.5187  Rew=2.0801  Ent=0.0500  || [Bob]   Loss=+0.0257  Val=0.3312  Rew=0.0033  ABC=-1.1019  SR=0.2319
  Iter  560 | [Alice] Loss=+0.0214  Val=0.5884  Rew=2.1719  Ent=0.0500  || [Bob]   Loss=-0.0014  Val=0.3319  Rew=0.0035  ABC=-1.1030  SR=0.2727
  Iter  561 | [Alice] Loss=+0.1327  Val=0.1494  Rew=0.3984  Ent=0.0500  || [Bob]   Loss=+0.0186  Val=0.2850  Rew=0.0005  ABC=0.0000  SR=0.1613
  Iter  561 | [Alice] Loss=+0.0535  Val=0.8103  Rew=2.8262  Ent=0.0500  || [Bob]   Loss=+0.0201  Val=0.2758  Rew=0.0033  ABC=-1.0488  SR=0.2111
  Iter  561 | [Alice] Loss=+0.0854  Val=0.0418  Rew=0.2012  Ent=0.0500  || [Bob]   Loss=+0.0315  Val=0.5201  Rew=0.0006  ABC=0.0000  SR=0.3548
  Iter  561 | [Alice] Loss=+0.1630  Val=0.6450  Rew=2.1309  Ent=0.0500  || [Bob]   Loss=+0.0216  Val=0.3598  Rew=0.0037  ABC=-1.0966  SR=0.2961
  Iter  561 | [Alice] Loss=+0.0282  Val=0.5351  Rew=1.9766  Ent=0.0500  || [Bob]   Loss=+0.0109  Val=0.3651  Rew=0.0035  ABC=-1.0906  SR=0.2623
  Iter  562 | [Alice] Loss=+0.2335  Val=0.1333  Rew=0.6016  Ent=0.0500  || [Bob]   Loss=-0.0059  Val=0.2431  Rew=0.0005  ABC=0.0000  SR=0.1818
  Iter  562 | [Alice] Loss=+0.0562  Val=0.7638  Rew=2.7793  Ent=0.0500  || [Bob]   Loss=+0.0097  Val=0.2370  Rew=0.0028  ABC=-1.0706  SR=0.1919
  Iter  562 | [Alice] Loss=+0.0890  Val=0.0643  Rew=0.2461  Ent=0.0500  || [Bob]   Loss=+0.0044  Val=0.4136  Rew=0.0004  ABC=0.0000  SR=0.3462
  Iter  562 | [Alice] Loss=+0.0714  Val=0.6977  Rew=2.3652  Ent=0.0500  || [Bob]   Loss=+0.0148  Val=0.2635  Rew=0.0027  ABC=-1.0642  SR=0.1967
  Iter  562 | [Alice] Loss=+0.0627  Val=0.4805  Rew=1.8164  Ent=0.0500  || [Bob]   Loss=+0.0146  Val=0.3604  Rew=0.0035  ABC=-1.1024  SR=0.2920
  Iter  563 | [Alice] Loss=+0.0738  Val=0.7351  Rew=2.8184  Ent=0.0500  || [Bob]   Loss=+0.0041  Val=0.1925  Rew=0.0022  ABC=-1.1055  SR=0.2018
  Iter  563 | [Alice] Loss=+0.0372  Val=0.9278  Rew=3.2793  Ent=0.0500  || [Bob]   Loss=+0.0115  Val=0.2318  Rew=0.0034  ABC=-1.1094  SR=0.1931
  Iter  563 | [Alice] Loss=+0.1818  Val=0.1173  Rew=0.4824  Ent=0.0500  || [Bob]   Loss=+0.0183  Val=0.3789  Rew=0.0011  ABC=0.0000  SR=0.3750
  Iter  563 | [Alice] Loss=+0.1271  Val=0.2305  Rew=0.7031  Ent=0.0500  || [Bob]   Loss=+0.0049  Val=0.3272  Rew=0.0009  ABC=0.0000  SR=0.1250
  Iter  563 | [Alice] Loss=+0.0491  Val=0.5618  Rew=2.1699  Ent=0.0500  || [Bob]   Loss=+0.0114  Val=0.3376  Rew=0.0034  ABC=-1.0843  SR=0.2640
  Iter  564 | [Alice] Loss=+0.0515  Val=0.6615  Rew=2.5059  Ent=0.0500  || [Bob]   Loss=+0.0077  Val=0.1629  Rew=0.0013  ABC=-1.1308  SR=0.1116
  Iter  564 | [Alice] Loss=+0.0869  Val=0.9754  Rew=3.1680  Ent=0.0500  || [Bob]   Loss=+0.0240  Val=0.2546  Rew=0.0041  ABC=-1.0840  SR=0.2184
  Iter  564 | [Alice] Loss=+0.0642  Val=0.5182  Rew=1.9160  Ent=0.0500  || [Bob]   Loss=-0.0026  Val=0.4134  Rew=0.0036  ABC=-1.1023  SR=0.3708
  Iter  564 | [Alice] Loss=+0.1662  Val=0.2449  Rew=0.7383  Ent=0.0500  || [Bob]   Loss=+0.0123  Val=0.3840  Rew=0.0012  ABC=0.0000  SR=0.2561
  Iter  564 | [Alice] Loss=+0.0492  Val=0.5602  Rew=2.0879  Ent=0.0500  || [Bob]   Loss=+0.0174  Val=0.3615  Rew=0.0043  ABC=-1.0910  SR=0.3123
  Iter  565 | [Alice] Loss=+0.1429  Val=0.8600  Rew=3.0605  Ent=0.0500  || [Bob]   Loss=+0.0124  Val=0.1952  Rew=0.0022  ABC=-1.1253  SR=0.1493
  Iter  565 | [Alice] Loss=+0.0525  Val=0.8161  Rew=2.7676  Ent=0.0500  || [Bob]   Loss=+0.0245  Val=0.2875  Rew=0.0037  ABC=-1.0895  SR=0.2074
  Iter  565 | [Alice] Loss=+0.0440  Val=0.1212  Rew=0.5469  Ent=0.0500  || [Bob]   Loss=+0.0101  Val=0.5291  Rew=0.0016  ABC=0.0000  SR=0.2283
  Iter  565 | [Alice] Loss=+0.0683  Val=0.4291  Rew=1.5898  Ent=0.0500  || [Bob]   Loss=-0.0008  Val=0.3638  Rew=0.0023  ABC=-1.1068  SR=0.2745
  Iter  565 | [Alice] Loss=+0.0293  Val=0.7899  Rew=2.7012  Ent=0.0500  || [Bob]   Loss=+0.0087  Val=0.2773  Rew=0.0030  ABC=-1.0832  SR=0.2132
  Iter  566 | [Alice] Loss=+0.0498  Val=0.7371  Rew=2.7754  Ent=0.0500  || [Bob]   Loss=+0.0045  Val=0.2290  Rew=0.0028  ABC=-1.0646  SR=0.1677
  Iter  566 | [Alice] Loss=+0.1261  Val=0.7341  Rew=2.5527  Ent=0.0500  || [Bob]   Loss=+0.0335  Val=0.2998  Rew=0.0035  ABC=-1.0752  SR=0.2126
  Iter  566 | [Alice] Loss=+0.1644  Val=0.0753  Rew=0.2988  Ent=0.0500  || [Bob]   Loss=+0.0126  Val=0.4633  Rew=0.0009  ABC=0.0000  SR=0.3404
  Iter  566 | [Alice] Loss=+0.0975  Val=0.2237  Rew=0.8809  Ent=0.0500  || [Bob]   Loss=-0.0125  Val=0.3628  Rew=0.0009  ABC=0.0000  SR=0.1440
  Iter  566 | [Alice] Loss=+0.0250  Val=0.7207  Rew=2.5508  Ent=0.0500  || [Bob]   Loss=+0.0059  Val=0.2898  Rew=0.0029  ABC=-1.0821  SR=0.1944
  Iter  567 | [Alice] Loss=+0.0476  Val=0.7178  Rew=2.6484  Ent=0.0500  || [Bob]   Loss=+0.0226  Val=0.2329  Rew=0.0029  ABC=-1.1133  SR=0.1895
  Iter  567 | [Alice] Loss=+0.0538  Val=0.8095  Rew=2.9082  Ent=0.0500  || [Bob]   Loss=+0.0211  Val=0.2353  Rew=0.0029  ABC=-1.1009  SR=0.1806
  Iter  567 | [Alice] Loss=+0.0689  Val=0.3336  Rew=1.2305  Ent=0.0500  || [Bob]   Loss=+0.0031  Val=0.4985  Rew=0.0029  ABC=-1.1019  SR=0.4333
  Iter  567 | [Alice] Loss=+0.1418  Val=0.2072  Rew=0.7422  Ent=0.0500  || [Bob]   Loss=+0.0352  Val=0.3522  Rew=0.0014  ABC=0.0000  SR=0.3077
  Iter  567 | [Alice] Loss=+0.0679  Val=0.6719  Rew=2.3438  Ent=0.0500  || [Bob]   Loss=+0.0093  Val=0.3074  Rew=0.0033  ABC=-1.0777  SR=0.2349
  Iter  568 | [Alice] Loss=+0.0420  Val=0.7839  Rew=2.9473  Ent=0.0500  || [Bob]   Loss=+0.0020  Val=0.2416  Rew=0.0030  ABC=-1.1309  SR=0.1847
  Iter  568 | [Alice] Loss=+0.0801  Val=0.5904  Rew=2.1348  Ent=0.0500  || [Bob]   Loss=+0.0153  Val=0.2881  Rew=0.0028  ABC=-1.1277  SR=0.2101
  Iter  568 | [Alice] Loss=+0.0422  Val=0.5173  Rew=1.8418  Ent=0.0500  || [Bob]   Loss=+0.0040  Val=0.4027  Rew=0.0037  ABC=-1.0968  SR=0.3265
  Iter  568 | [Alice] Loss=+0.1489  Val=0.6295  Rew=2.1309  Ent=0.0500  || [Bob]   Loss=+0.0202  Val=0.3181  Rew=0.0034  ABC=-1.1152  SR=0.3316
  Iter  568 | [Alice] Loss=+0.0243  Val=0.6175  Rew=2.1953  Ent=0.0500  || [Bob]   Loss=+0.0157  Val=0.3237  Rew=0.0035  ABC=-1.1017  SR=0.2351
  Iter  569 | [Alice] Loss=+0.1630  Val=0.6335  Rew=2.3887  Ent=0.0500  || [Bob]   Loss=-0.0006  Val=0.2381  Rew=0.0024  ABC=-1.1302  SR=0.1765
  Iter  569 | [Alice] Loss=+0.0951  Val=0.4454  Rew=1.7188  Ent=0.0500  || [Bob]   Loss=+0.0336  Val=0.3292  Rew=0.0032  ABC=-1.1275  SR=0.2807
  Iter  569 | [Alice] Loss=+0.0724  Val=0.4619  Rew=1.7656  Ent=0.0500  || [Bob]   Loss=+0.0007  Val=0.3617  Rew=0.0030  ABC=-1.0851  SR=0.2651
  Iter  569 | [Alice] Loss=+0.0952  Val=0.7338  Rew=2.6953  Ent=0.0500  || [Bob]   Loss=+0.0060  Val=0.2329  Rew=0.0026  ABC=-1.0846  SR=0.1794
  Iter  569 | [Alice] Loss=+0.0706  Val=0.7443  Rew=2.6230  Ent=0.0500  || [Bob]   Loss=+0.0159  Val=0.2908  Rew=0.0033  ABC=-1.0779  SR=0.2268
  Iter  570 | [Alice] Loss=+0.0480  Val=0.5109  Rew=2.0898  Ent=0.0500  || [Bob]   Loss=+0.0253  Val=0.2843  Rew=0.0029  ABC=-1.1392  SR=0.2367
  Iter  570 | [Alice] Loss=+0.0785  Val=0.5428  Rew=2.2832  Ent=0.0500  || [Bob]   Loss=+0.0217  Val=0.2967  Rew=0.0031  ABC=-1.1356  SR=0.2538
  Iter  570 | [Alice] Loss=+0.0306  Val=0.4561  Rew=1.5059  Ent=0.0500  || [Bob]   Loss=-0.0005  Val=0.3087  Rew=0.0023  ABC=-1.0920  SR=0.2529
  Iter  570 | [Alice] Loss=+0.0650  Val=0.7315  Rew=2.6934  Ent=0.0500  || [Bob]   Loss=+0.0113  Val=0.2910  Rew=0.0032  ABC=-1.0790  SR=0.1979
  Iter  570 | [Alice] Loss=+0.0429  Val=0.5651  Rew=2.0898  Ent=0.0500  || [Bob]   Loss=+0.0091  Val=0.2747  Rew=0.0026  ABC=-1.1051  SR=0.1908
  Iter  571 | [Alice] Loss=+0.1685  Val=0.3901  Rew=1.4531  Ent=0.0500  || [Bob]   Loss=+0.0289  Val=0.3257  Rew=0.0023  ABC=-1.1145  SR=0.2540
  Iter  571 | [Alice] Loss=+0.0749  Val=0.6987  Rew=2.5586  Ent=0.0500  || [Bob]   Loss=+0.0269  Val=0.2876  Rew=0.0031  ABC=-1.0987  SR=0.2243
  Iter  571 | [Alice] Loss=+0.0673  Val=0.1597  Rew=0.4980  Ent=0.0500  || [Bob]   Loss=+0.0219  Val=0.4339  Rew=0.0012  ABC=0.0000  SR=0.2000
  Iter  571 | [Alice] Loss=+0.0511  Val=0.8072  Rew=2.8867  Ent=0.0500  || [Bob]   Loss=+0.0061  Val=0.3135  Rew=0.0039  ABC=-1.1005  SR=0.2366
  Iter  571 | [Alice] Loss=+0.0499  Val=0.2665  Rew=0.9453  Ent=0.0500  || [Bob]   Loss=-0.0023  Val=0.3068  Rew=0.0016  ABC=0.0000  SR=0.2069
  Iter  572 | [Alice] Loss=+0.0436  Val=0.6610  Rew=2.5527  Ent=0.0500  || [Bob]   Loss=+0.0106  Val=0.2297  Rew=0.0028  ABC=-1.1109  SR=0.2165
  Iter  572 | [Alice] Loss=+0.0989  Val=0.6282  Rew=2.3906  Ent=0.0500  || [Bob]   Loss=+0.0300  Val=0.2892  Rew=0.0033  ABC=-1.0953  SR=0.2316
  Iter  572 | [Alice] Loss=+0.1283  Val=0.0491  Rew=0.1875  Ent=0.0500  || [Bob]   Loss=-0.0297  Val=0.3118  Rew=0.0002  ABC=0.0000  SR=0.1389
  Iter  572 | [Alice] Loss=+0.1697  Val=0.5724  Rew=1.9277  Ent=0.0500  || [Bob]   Loss=-0.0014  Val=0.2494  Rew=0.0021  ABC=-1.1185  SR=0.1607
  Iter  572 | [Alice] Loss=+0.0601  Val=0.3343  Rew=1.4414  Ent=0.0500  || [Bob]   Loss=+0.0136  Val=0.3377  Rew=0.0025  ABC=-1.1191  SR=0.3072
  Iter  573 | [Alice] Loss=+0.0850  Val=0.6097  Rew=2.3711  Ent=0.0500  || [Bob]   Loss=+0.0293  Val=0.3033  Rew=0.0036  ABC=-1.0991  SR=0.2361
  Iter  573 | [Alice] Loss=+0.0999  Val=0.6251  Rew=2.1992  Ent=0.0500  || [Bob]   Loss=+0.0347  Val=0.3059  Rew=0.0034  ABC=-1.0705  SR=0.2579
  Iter  573 | [Alice] Loss=+0.1066  Val=0.0842  Rew=0.3789  Ent=0.0500  || [Bob]   Loss=-0.0185  Val=0.3213  Rew=0.0005  ABC=0.0000  SR=0.2353
  Iter  573 | [Alice] Loss=+0.1172  Val=0.7520  Rew=2.6133  Ent=0.0500  || [Bob]   Loss=+0.0147  Val=0.3086  Rew=0.0030  ABC=-1.0869  SR=0.2252
  Iter  573 | [Alice] Loss=+0.0524  Val=0.4097  Rew=1.5938  Ent=0.0500  || [Bob]   Loss=+0.0145  Val=0.3220  Rew=0.0023  ABC=-1.1041  SR=0.2558
  Iter  574 | [Alice] Loss=+0.0939  Val=0.6522  Rew=2.5117  Ent=0.0500  || [Bob]   Loss=+0.0018  Val=0.2166  Rew=0.0026  ABC=-1.1240  SR=0.1873
  Iter  574 | [Alice] Loss=+0.1354  Val=0.7891  Rew=2.6719  Ent=0.0500  || [Bob]   Loss=+0.0437  Val=0.2853  Rew=0.0039  ABC=-1.0809  SR=0.2551
  Iter  574 | [Alice] Loss=+0.0968  Val=0.0526  Rew=0.2383  Ent=0.0500  || [Bob]   Loss=+0.0186  Val=0.4346  Rew=0.0005  ABC=0.0000  SR=0.2941
  Iter  574 | [Alice] Loss=+0.0546  Val=0.6783  Rew=2.3438  Ent=0.0500  || [Bob]   Loss=+0.0245  Val=0.3677  Rew=0.0043  ABC=-1.0887  SR=0.2742
  Iter  574 | [Alice] Loss=+0.0583  Val=0.4408  Rew=1.5918  Ent=0.0500  || [Bob]   Loss=+0.0084  Val=0.3255  Rew=0.0027  ABC=-1.1193  SR=0.2857
  Iter  575 | [Alice] Loss=+0.2000  Val=0.7258  Rew=2.5801  Ent=0.0500  || [Bob]   Loss=+0.0117  Val=0.2725  Rew=0.0027  ABC=-1.1258  SR=0.2030
  Iter  575 | [Alice] Loss=+0.0755  Val=0.9276  Rew=3.0840  Ent=0.0500  || [Bob]   Loss=+0.0336  Val=0.2859  Rew=0.0041  ABC=-1.0667  SR=0.2384
  Iter  575 | [Alice] Loss=+0.1686  Val=0.1227  Rew=0.5898  Ent=0.0500  || [Bob]   Loss=+0.0021  Val=0.3333  Rew=0.0009  ABC=0.0000  SR=0.2881
  Iter  575 | [Alice] Loss=+0.0967  Val=0.3390  Rew=1.3184  Ent=0.0500  || [Bob]   Loss=+0.0022  Val=0.3564  Rew=0.0022  ABC=-1.1302  SR=0.2081
  Iter  575 | [Alice] Loss=+0.0531  Val=0.3634  Rew=1.4863  Ent=0.0500  || [Bob]   Loss=+0.0065  Val=0.3387  Rew=0.0027  ABC=-1.0903  SR=0.2723
  Iter  576 | [Alice] Loss=+0.0814  Val=0.6574  Rew=2.4395  Ent=0.0500  || [Bob]   Loss=+0.0001  Val=0.3073  Rew=0.0031  ABC=-1.0992  SR=0.1935
  Iter  576 | [Alice] Loss=+0.0208  Val=0.8704  Rew=2.9395  Ent=0.0500  || [Bob]   Loss=+0.0205  Val=0.2583  Rew=0.0031  ABC=-1.0754  SR=0.1713
  Iter  576 | [Alice] Loss=+0.0593  Val=0.5777  Rew=2.0508  Ent=0.0500  || [Bob]   Loss=+0.0120  Val=0.3406  Rew=0.0027  ABC=-1.1040  SR=0.3091
  Iter  576 | [Alice] Loss=+0.2094  Val=0.2191  Rew=1.0723  Ent=0.0500  || [Bob]   Loss=+0.0126  Val=0.3177  Rew=0.0022  ABC=-1.1264  SR=0.2600
  Iter  576 | [Alice] Loss=+0.0555  Val=0.3831  Rew=1.3809  Ent=0.0500  || [Bob]   Loss=+0.0017  Val=0.3431  Rew=0.0019  ABC=-1.1185  SR=0.2200
  Iter  577 | [Alice] Loss=+0.1319  Val=0.6737  Rew=2.4629  Ent=0.0500  || [Bob]   Loss=+0.0038  Val=0.2473  Rew=0.0026  ABC=-1.1071  SR=0.1863
  Iter  577 | [Alice] Loss=+0.1009  Val=0.8990  Rew=3.0293  Ent=0.0500  || [Bob]   Loss=+0.0333  Val=0.2742  Rew=0.0040  ABC=-1.0896  SR=0.2169
  Iter  577 | [Alice] Loss=+0.0317  Val=0.7226  Rew=2.4863  Ent=0.0500  || [Bob]   Loss=+0.0054  Val=0.2690  Rew=0.0029  ABC=-1.0984  SR=0.2146
  Iter  577 | [Alice] Loss=+2.3019  Val=0.8925  Rew=3.0508  Ent=0.0500  || [Bob]   Loss=+0.0076  Val=0.2852  Rew=0.0035  ABC=-1.0745  SR=0.2610
  Iter  577 | [Alice] Loss=+0.0650  Val=0.3723  Rew=1.4473  Ent=0.0500  || [Bob]   Loss=+0.0182  Val=0.3419  Rew=0.0022  ABC=-1.1262  SR=0.2674
  Iter  578 | [Alice] Loss=+0.0911  Val=0.6030  Rew=2.4199  Ent=0.0500  || [Bob]   Loss=-0.0004  Val=0.2457  Rew=0.0025  ABC=-1.1348  SR=0.2007
  Iter  578 | [Alice] Loss=+0.0490  Val=0.8723  Rew=2.9258  Ent=0.0500  || [Bob]   Loss=+0.0111  Val=0.2668  Rew=0.0036  ABC=-1.0947  SR=0.2081
  Iter  578 | [Alice] Loss=+0.0496  Val=0.4164  Rew=1.3359  Ent=0.0500  || [Bob]   Loss=+0.0152  Val=0.4232  Rew=0.0028  ABC=-1.0926  SR=0.2537
  Iter  578 | [Alice] Loss=+0.0667  Val=0.8475  Rew=2.9727  Ent=0.0500  || [Bob]   Loss=+0.0084  Val=0.2973  Rew=0.0039  ABC=-1.0718  SR=0.2301
  Iter  578 | [Alice] Loss=+0.0758  Val=0.5692  Rew=2.1152  Ent=0.0500  || [Bob]   Loss=+0.0191  Val=0.3203  Rew=0.0031  ABC=-1.0992  SR=0.2579
  Iter  579 | [Alice] Loss=+0.2308  Val=0.2471  Rew=1.2539  Ent=0.0500  || [Bob]   Loss=+0.0099  Val=0.3035  Rew=0.0016  ABC=-1.1432  SR=0.1749
  Iter  579 | [Alice] Loss=+0.1385  Val=0.6563  Rew=2.4434  Ent=0.0500  || [Bob]   Loss=+0.0245  Val=0.2832  Rew=0.0029  ABC=-1.1007  SR=0.1839
  Iter  579 | [Alice] Loss=+0.0628  Val=0.1340  Rew=0.5391  Ent=0.0500  || [Bob]   Loss=+0.0156  Val=0.4147  Rew=0.0015  ABC=0.0000  SR=0.2348
  Iter  579 | [Alice] Loss=+0.0406  Val=0.6148  Rew=2.3066  Ent=0.0500  || [Bob]   Loss=+0.0231  Val=0.3652  Rew=0.0043  ABC=-1.0863  SR=0.2621
  Iter  579 | [Alice] Loss=+0.0590  Val=0.8035  Rew=2.5645  Ent=0.0500  || [Bob]   Loss=+0.0018  Val=0.2165  Rew=0.0023  ABC=-1.0875  SR=0.1842
  Iter  580 | [Alice] Loss=+0.1294  Val=0.6764  Rew=2.4062  Ent=0.0500  || [Bob]   Loss=+0.0183  Val=0.3269  Rew=0.0037  ABC=-1.0865  SR=0.3026
  Iter  580 | [Alice] Loss=+0.1704  Val=0.5306  Rew=2.2285  Ent=0.0500  || [Bob]   Loss=+0.0236  Val=0.2883  Rew=0.0033  ABC=-1.0978  SR=0.2238
  Iter  580 | [Alice] Loss=+0.1334  Val=0.0400  Rew=0.1309  Ent=0.0500  || [Bob]   Loss=+0.0111  Val=0.4593  Rew=0.0004  ABC=0.0000  SR=0.2258
  Iter  580 | [Alice] Loss=+0.1180  Val=0.6073  Rew=2.1914  Ent=0.0500  || [Bob]   Loss=+0.0085  Val=0.3069  Rew=0.0030  ABC=-1.0865  SR=0.2222
  Iter  580 | [Alice] Loss=+0.0440  Val=0.7523  Rew=2.5820  Ent=0.0500  || [Bob]   Loss=+0.0089  Val=0.2764  Rew=0.0031  ABC=-1.1029  SR=0.2088
  Iter  581 | [Alice] Loss=+0.0595  Val=0.5305  Rew=2.2090  Ent=0.0500  || [Bob]   Loss=+0.0256  Val=0.2928  Rew=0.0026  ABC=-1.0582  SR=0.1911
  Iter  581 | [Alice] Loss=+0.1253  Val=0.8288  Rew=3.0547  Ent=0.0500  || [Bob]   Loss=+0.0021  Val=0.2342  Rew=0.0029  ABC=-1.0924  SR=0.2207
  Iter  581 | [Alice] Loss=+0.1512  Val=0.2037  Rew=0.6367  Ent=0.0500  || [Bob]   Loss=+0.0045  Val=0.3582  Rew=0.0011  ABC=0.0000  SR=0.4118
  Iter  581 | [Alice] Loss=+0.0654  Val=0.8067  Rew=2.8145  Ent=0.0500  || [Bob]   Loss=+0.0081  Val=0.3114  Rew=0.0041  ABC=-1.0746  SR=0.2483
  Iter  581 | [Alice] Loss=+0.0706  Val=0.8663  Rew=2.8516  Ent=0.0500  || [Bob]   Loss=+0.0098  Val=0.2464  Rew=0.0026  ABC=-1.1055  SR=0.1753
